Time,Kp_code,Dst_nT,PlotTime,Kp
2024-10-11T09:30:00Z,77,-259,2024-10-11T09:00:00Z,7.666666666666667
2024-10-11T10:30:00Z,77,-224,2024-10-11T10:00:00Z,7.666666666666667
2024-10-11T11:30:00Z,77,-209,2024-10-11T11:00:00Z,7.666666666666667
2024-10-11T12:30:00Z,63,-189,2024-10-11T12:00:00Z,6.333333333333333
2024-10-11T13:30:00Z,63,-179,2024-10-11T13:00:00Z,6.333333333333333
2024-10-11T14:30:00Z,63,-169,2024-10-11T14:00:00Z,6.333333333333333
2024-10-11T15:30:00Z,40,-146,2024-10-11T15:00:00Z,4.0
2024-10-11T16:30:00Z,40,-134,2024-10-11T16:00:00Z,4.0
2024-10-11T17:30:00Z,40,-118,2024-10-11T17:00:00Z,4.0
2024-10-11T18:30:00Z,30,-109,2024-10-11T18:00:00Z,3.0
2024-10-11T19:30:00Z,30,-102,2024-10-11T19:00:00Z,3.0
2024-10-11T20:30:00Z,30,-98,2024-10-11T20:00:00Z,3.0
2024-10-11T21:30:00Z,33,-94,2024-10-11T21:00:00Z,3.3333333333333335
2024-10-11T22:30:00Z,33,-90,2024-10-11T22:00:00Z,3.3333333333333335
2024-10-11T23:30:00Z,33,-74,2024-10-11T23:00:00Z,3.3333333333333335
2024-10-12T00:30:00Z,33,-68,2024-10-12T00:00:00Z,3.3333333333333335
2024-10-12T01:30:00Z,33,-71,2024-10-12T01:00:00Z,3.3333333333333335
2024-10-12T02:30:00Z,33,-72,2024-10-12T02:00:00Z,3.3333333333333335
2024-10-12T03:30:00Z,17,-77,2024-10-12T03:00:00Z,1.6666666666666665
2024-10-12T04:30:00Z,17,-76,2024-10-12T04:00:00Z,1.6666666666666665
2024-10-12T05:30:00Z,17,-74,2024-10-12T05:00:00Z,1.6666666666666665
2024-10-12T06:30:00Z,23,-66,2024-10-12T06:00:00Z,2.3333333333333335
2024-10-12T07:30:00Z,23,-70,2024-10-12T07:00:00Z,2.3333333333333335
2024-10-12T08:30:00Z,23,-67,2024-10-12T08:00:00Z,2.3333333333333335
2024-10-12T09:30:00Z,47,-63,2024-10-12T09:00:00Z,4.666666666666667
2024-10-12T10:30:00Z,47,-67,2024-10-12T10:00:00Z,4.666666666666667
2024-10-12T11:30:00Z,47,-75,2024-10-12T11:00:00Z,4.666666666666667
2024-10-12T12:30:00Z,40,-55,2024-10-12T12:00:00Z,4.0
2024-10-12T13:30:00Z,40,-55,2024-10-12T13:00:00Z,4.0
2024-10-12T14:30:00Z,40,-55,2024-10-12T14:00:00Z,4.0
2024-10-12T15:30:00Z,30,-64,2024-10-12T15:00:00Z,3.0
2024-10-12T16:30:00Z,30,-62,2024-10-12T16:00:00Z,3.0
2024-10-12T17:30:00Z,30,-55,2024-10-12T17:00:00Z,3.0
2024-10-12T18:30:00Z,30,-52,2024-10-12T18:00:00Z,3.0
2024-10-12T19:30:00Z,30,-45,2024-10-12T19:00:00Z,3.0
2024-10-12T20:30:00Z,30,-40,2024-10-12T20:00:00Z,3.0
2024-10-12T21:30:00Z,27,-42,2024-10-12T21:00:00Z,2.6666666666666665
2024-10-12T22:30:00Z,27,-44,2024-10-12T22:00:00Z,2.6666666666666665
2024-10-12T23:30:00Z,27,-41,2024-10-12T23:00:00Z,2.6666666666666665
